velocity,radius,weight,stiffness,displacement_x,displacement_y,sequence_id,step_in_sequence
39.8577,41.3327,10.0000,1.3515,-4.9996,10.7121,517,9
73.7047,41.5947,10.0000,1.7164,-16.3296,27.2487,517,10
15.8697,13.6172,10.0000,1.3240,-0.0229,1.7970,518,1
28.3770,7.3243,10.0000,1.0914,-5.0261,5.4424,518,2
63.6127,38.9470,10.0000,1.0418,16.5695,35.0801,518,3
7.2903,13.2534,10.0000,1.3044,0.0986,0.4715,518,4
143.8668,4.1112,10.0000,1.1862,-160.1197,267.4936,518,5
45.5465,32.8100,10.0000,1.2455,-11.6153,11.9354,518,6
23.7674,28.8001,10.0000,1.5276,-0.2477,3.7888,518,7
16.7386,25.0831,10.0000,0.9906,1.8882,2.2742,518,8
46.4985,47.1194,10.0000,1.2271,0.9924,17.4786,518,9
98.9834,11.8068,10.0000,1.4969,-31.1881,57.5160,518,10
16.4546,6.2557,10.0000,0.5389,2.7250,4.4131,519,1
21.3726,30.4150,10.0000,0.7554,-0.5550,5.9618,519,2
51.1597,30.9096,10.0000,1.2672,2.4182,20.5866,519,3
25.3863,13.4248,10.0000,0.5837,2.2717,10.8377,519,4
74.8011,6.5086,10.0000,1.2448,-10.7472,43.7290,519,5
123.2685,35.7168,10.0000,1.7733,4.8685,85.5768,519,6
7.4280,18.4977,10.0000,1.5155,-0.1688,0.3635,519,7
29.9460,10.1664,10.0000,1.5147,2.7420,5.4133,519,8
83.5946,48.1367,10.0000,1.6713,-17.2910,37.9148,519,9
75.8055,45.8135,10.0000,1.7829,14.8280,28.5339,519,10
9.5387,5.9935,10.0000,1.9563,-0.2599,0.3372,520,1
40.2114,41.8889,10.0000,0.7169,11.4816,19.5183,520,2
81.2031,20.2588,10.0000,1.2800,-31.3686,40.7995,520,3
38.7669,46.4834,10.0000,0.8390,-8.6391,15.6979,520,4
110.7913,36.2809,10.0000,0.7139,-59.5222,161.3498,520,5
84.8520,47.3603,10.0000,1.5726,17.7674,42.0475,520,6
102.1326,4.3870,10.0000,0.5466,-217.3367,251.6349,520,7
79.5242,14.9887,10.0000,0.6582,-4.7802,96.0137,520,8
56.7284,44.2276,10.0000,0.9842,13.8105,29.6289,520,9
111.2790,19.0839,10.0000,0.9383,33.6556,127.6788,520,10
60.6870,40.1219,10.0000,0.9347,-26.9114,28.6586,521,1
26.2338,35.2497,10.0000,0.8408,-2.6080,7.8188,521,2
138.9254,29.1514,10.0000,1.0199,-43.4907,184.0914,521,3
29.6865,48.2287,10.0000,0.7767,-3.2291,10.9945,521,4
1.9134,22.6784,10.0000,1.4902,0.0447,0.2144,521,5
8.1572,9.8536,10.0000,1.2810,0.0514,0.5008,521,6
117.2634,42.1754,10.0000,0.6583,-27.4530,207.0509,521,7
94.1035,42.7176,10.0000,0.9844,58.7437,67.8867,521,8
36.8648,0.7959,10.0000,1.1384,-8.5556,16.4560,521,9
141.5774,10.2892,10.0000,1.3166,22.5461,150.5171,521,10
67.2559,22.3159,10.0000,0.6663,-3.4648,67.8426,522,1
20.7973,47.9011,10.0000,1.4964,-1.3097,2.4168,522,2
44.7749,24.4116,10.0000,1.7448,3.6956,10.9892,522,3
90.8540,3.8042,10.0000,0.7607,-143.4302,84.5420,522,4
90.8030,6.7086,10.0000,1.0713,34.0032,69.0070,522,5
39.0021,38.0699,10.0000,1.9650,-2.0460,7.3266,522,6
121.1048,4.0839,10.0000,1.2166,-159.4220,125.2801,522,7
56.0395,2.6166,10.0000,1.3307,-32.3246,31.3019,522,8
101.4269,47.1164,10.0000,1.6567,-43.0876,44.8319,522,9
119.8988,23.8632,10.0000,0.8821,79.5873,142.2899,522,10
54.8724,34.7532,10.0000,1.8641,-5.8396,14.9812,523,1
89.8328,16.3785,10.0000,1.4975,1.8623,53.7684,523,2
50.7127,34.9546,10.0000,1.2683,-3.9743,19.8561,523,3
123.5555,45.2086,10.0000,1.0415,-10.1868,146.3454,523,4
86.4677,14.5146,10.0000,1.2754,37.9621,44.5739,523,5
88.3655,20.6289,10.0000,0.5738,55.6981,124.0043,523,6
39.7580,36.5884,10.0000,0.7726,5.3918,19.7338,523,7
90.9680,30.6343,10.0000,0.8629,49.4776,82.1295,523,8
39.1941,29.1701,10.0000,1.4610,-5.6520,8.8645,523,9
65.6590,39.4380,10.0000,1.5635,-18.3765,20.5143,523,10
114.5257,10.4468,10.0000,1.5118,41.4227,76.2515,524,1
135.1587,33.7443,10.0000,1.7600,-45.7065,93.1734,524,2
128.9220,1.0435,10.0000,1.7140,-145.5012,114.3495,524,3
121.5922,15.2740,10.0000,1.1487,-90.2758,91.6844,524,4
121.1068,18.0684,10.0000,1.9057,41.3001,64.8183,524,5
71.9600,33.6487,10.0000,0.6091,42.4660,73.5369,524,6
134.3849,33.4358,10.0000,1.9299,12.5987,92.6901,524,7
126.9583,40.5302,10.0000,1.9467,45.6463,69.0933,524,8
144.2229,8.9728,10.0000,1.5209,0.4052,136.8531,524,9
13.5469,22.3576,10.0000,1.6808,0.0271,1.1938,524,10
94.1845,44.1185,10.0000,0.6474,57.2638,124.4991,525,1
140.9070,35.2319,10.0000,0.7221,124.4436,245.1192,525,2
51.0717,17.7045,10.0000,1.4184,-0.2824,18.6041,525,3
120.3356,26.9179,10.0000,0.9693,22.4948,147.5234,525,4
98.2452,6.4337,10.0000,0.9325,-61.1130,83.6324,525,5
29.7976,13.8550,10.0000,1.7511,-0.9261,4.9972,525,6
91.1979,18.2911,10.0000,1.2124,19.6500,65.5509,525,7
105.2919,30.4892,10.0000,1.1480,9.7395,95.9250,525,8
74.6365,43.7211,10.0000,0.7495,39.7163,62.5876,525,9
140.0352,38.8591,10.0000,1.2853,59.9111,140.0854,525,10
115.7971,40.5644,10.0000,0.6173,13.1689,216.8703,526,1
33.1777,41.0773,10.0000,1.9776,-1.8254,5.3490,526,2
20.7181,41.2169,10.0000,0.6327,4.3357,5.4501,526,3
106.2170,20.9188,10.0000,1.5270,-12.0922,72.9552,526,4
131.7343,2.4076,10.0000,1.7141,-110.5046,151.7808,526,5
35.8519,43.8870,10.0000,1.8205,-4.8577,5.0566,526,6
2.1601,21.7057,10.0000,1.0799,0.1742,0.0018,526,7
58.9311,24.4530,10.0000,1.0067,17.9534,29.4894,526,8
64.1658,40.0915,10.0000,0.8492,33.0350,35.3868,526,9
56.7564,10.9753,10.0000,1.4033,-7.7663,21.6741,526,10
139.9280,14.1232,10.0000,1.2392,32.0600,154.8853,527,1
72.4007,29.4773,10.0000,1.5198,14.3126,31.3806,527,2
76.1698,44.5570,10.0000,0.8797,-34.2194,56.4653,527,3
128.9067,47.4541,10.0000,1.6821,-16.9721,97.1450,527,4
135.3559,30.3597,10.0000,0.8723,62.3942,200.5749,527,5
117.0290,48.3775,10.0000,0.5773,-147.5999,186.0103,527,6
51.6043,32.3742,10.0000,1.2104,-9.7867,19.7480,527,7
85.7803,34.4433,10.0000,1.3102,-4.0297,55.8956,527,8
85.1688,28.5387,10.0000,1.0219,-34.5104,62.0962,527,9
113.8383,3.6014,10.0000,0.8301,-162.8467,226.1771,527,10
145.9111,24.8308,10.0000,0.5823,177.8420,319.4976,528,1
56.4017,24.6799,10.0000,1.9055,-9.7243,13.6924,528,2
128.4985,43.2076,10.0000,1.0304,25.8770,158.1284,528,3
117.1627,36.8537,10.0000,1.8662,0.1351,73.5060,528,4
22.8349,43.0489,10.0000,1.3358,-2.5154,2.8709,528,5
92.5965,4.2290,10.0000,1.9576,-33.9036,65.7131,528,6
80.0497,34.8369,10.0000,0.8599,-41.3636,62.0278,528,7
37.4661,33.0298,10.0000,1.5576,6.4632,6.4340,528,8
91.9558,15.0750,10.0000,1.3369,36.1314,51.8407,528,9
120.5690,30.1697,10.0000,1.8297,41.5055,67.8933,528,10
28.8043,34.8947,10.0000,1.0025,-0.1844,8.3476,529,1
78.5670,10.7025,10.0000,1.3155,25.5644,39.3805,529,2
57.6470,27.9863,10.0000,1.9022,-3.0503,17.1448,529,3
30.5695,24.4481,10.0000,1.1274,-5.1786,6.7287,529,4
28.8870,3.7549,10.0000,1.7857,-7.0537,3.1942,529,5
21.6193,40.0713,10.0000,0.9650,-3.1591,3.7976,529,6
94.1644,24.0026,10.0000,1.0552,-19.9249,81.7086,529,7
109.1020,31.9236,10.0000,1.2518,12.3326,94.3601,529,8
121.0490,28.8950,10.0000,1.6804,51.7994,69.9853,529,9
120.6354,47.6342,10.0000,1.9633,-25.2798,69.7433,529,10
20.8311,13.3922,10.0000,1.1401,-1.9367,3.3102,530,1
39.7309,7.3217,10.0000,1.6613,2.7569,9.0437,530,2
104.3536,2.9677,10.0000,0.9263,-74.9747,165.5534,530,3
149.0015,1.0391,10.0000,1.7790,-130.3515,162.7442,530,4
118.6463,7.3587,10.0000,1.0880,36.6087,123.9508,530,5
107.4198,46.9637,10.0000,1.1187,-43.7262,93.3885,530,6
67.0106,4.4266,10.0000,1.8649,-35.7462,18.9691,530,7
51.4994,44.5056,10.0000,1.0720,5.0837,24.3387,530,8
132.1175,20.1918,10.0000,0.7132,-116.5368,215.1032,530,9
89.3690,35.3290,10.0000,1.1594,46.6614,50.6164,530,10
104.4400,12.2055,10.0000,1.6871,-4.8952,64.5524,531,1
10.2536,21.4816,10.0000,0.9935,-0.4119,0.9572,531,2
94.1856,12.9809,10.0000,1.1875,-34.0601,66.3496,531,3
14.0437,31.1797,10.0000,1.3310,0.8462,1.2195,531,4
9.1058,2.8337,10.0000,0.9770,-1.2488,0.7886,531,5
60.2260,34.8684,10.0000,1.9173,10.2217,15.9509,531,6
121.6658,31.8893,10.0000,0.5784,-45.1986,251.8622,531,7
11.7952,6.0323,10.0000,1.3765,0.6405,0.8159,531,8
23.9967,46.3917,10.0000,0.9078,-3.0173,5.4686,531,9
48.7480,41.0021,10.0000,0.9630,15.2115,19.4874,531,10
14.0730,42.8509,10.0000,0.8691,1.5161,1.7999,532,1
65.4491,30.2958,10.0000,1.0282,26.7982,31.9847,532,2
67.5582,24.9107,10.0000,1.5525,-18.9548,22.5712,532,3
97.5928,26.4651,10.0000,1.3522,-27.9143,64.6440,532,4
58.4741,1.4087,10.0000,1.8342,-26.6752,21.3436,532,5
69.3578,6.1204,10.0000,1.6919,8.7230,27.0577,532,6
21.7242,7.7117,10.0000,1.5711,2.2190,2.1233,532,7
45.3346,36.6445,10.0000,1.6832,8.4453,8.7151,532,8
13.3765,40.3075,10.0000,0.5240,-1.8965,2.8415,532,9
112.2522,8.4714,10.0000,1.6262,40.8773,65.7995,532,10
78.8107,19.5651,10.0000,1.9374,16.4819,27.4767,533,1
26.0780,41.5030,10.0000,1.6764,-1.4546,3.6104,533,2
71.0427,18.6942,10.0000,1.1868,-2.9988,42.3555,533,3
32.2765,21.0371,10.0000,0.6318,1.8133,16.4402,533,4
44.9949,0.9904,10.0000,1.9257,-16.8789,8.9352,533,5
106.0923,25.5771,10.0000,1.1375,1.9871,99.0101,533,6
146.2244,33.3160,10.0000,1.7980,-30.9290,114.7277,533,7
45.0604,12.6958,10.0000,0.5061,0.7067,40.0743,533,8
46.9702,39.5140,10.0000,1.6331,4.1726,12.7995,533,9
71.4708,22.0398,10.0000,1.2619,-16.5469,36.9958,533,10
79.5516,20.9219,10.0000,0.6818,-31.1624,87.3688,534,1
3.9161,25.4173,10.0000,0.6065,-0.0168,0.2060,534,2
142.4560,11.7925,10.0000,1.0487,128.4779,144.4462,534,3
36.5810,34.7956,10.0000,1.5862,6.0096,6.0569,534,4
110.1270,33.3668,10.0000,0.5367,146.6608,171.7199,534,5
60.1816,16.9596,10.0000,0.9168,-26.5883,29.2004,534,6
125.0640,13.7773,10.0000,1.6706,-30.2804,88.5440,534,7
3.4832,21.6480,10.0000,0.7321,0.1445,0.0796,534,8
91.1029,9.3631,10.0000,1.6778,14.5785,47.1961,534,9
77.3386,43.8752,10.0000,0.6261,3.1812,95.5452,534,10
129.1710,47.4709,10.0000,1.5137,37.8265,103.5716,535,1
143.2017,31.2667,10.0000,0.6449,-117.3897,295.5111,535,2
12.5246,35.5706,10.0000,0.6450,0.2950,2.4481,535,3
50.9532,9.6935,10.0000,1.0144,15.7419,20.1348,535,4
15.6314,39.1344,10.0000,1.9552,0.2841,1.0602,535,5
2.1578,44.1066,10.0000,1.2434,0.0725,0.0675,535,6
51.0152,30.5374,10.0000,1.6566,5.5930,14.7186,535,7
26.4171,21.7690,10.0000,1.2488,3.5325,4.2380,535,8
56.8108,10.3415,10.0000,1.2678,-5.6188,24.7765,535,9
72.0142,36.0593,10.0000,1.2513,20.9615,35.6245,535,10
72.7280,13.9923,10.0000,1.5187,-9.6013,33.4875,536,1
64.5895,24.3830,10.0000,1.1099,-20.4904,31.4073,536,2
41.9743,29.4456,10.0000,1.7082,-3.9927,9.4018,536,3
29.6794,12.6901,10.0000,1.8097,0.4224,4.7999,536,4
118.8863,29.5828,10.0000,1.5724,43.5956,78.5860,536,5
11.1961,45.1190,10.0000,1.3600,0.0641,0.9695,536,6
92.4359,29.5132,10.0000,1.5900,9.1387,53.1274,536,7
129.1378,29.1118,10.0000,0.9871,111.2535,127.2209,536,8
138.8314,30.5451,10.0000,1.5785,46.3161,113.0239,536,9
63.6025,39.4036,10.0000,0.6270,-26.1277,59.1792,536,10
59.0185,29.8069,10.0000,1.2493,-3.6687,27.8033,537,1
144.2338,13.7436,10.0000,1.6705,-67.7556,104.3759,537,2
67.0511,11.2272,10.0000,0.6595,-31.2749,60.5571,537,3
76.0250,29.4445,10.0000,0.9688,26.7719,53.3266,537,4
117.4093,5.5816,10.0000,0.5951,-79.2115,217.7315,537,5
88.6602,27.5758,10.0000,1.6539,-16.7180,44.4143,537,6
45.5634,17.6436,10.0000,1.6461,-1.3805,12.6087,537,7
98.3922,21.1174,10.0000,1.1426,47.0329,70.3766,537,8
8.5520,30.3916,10.0000,1.5109,0.1771,0.2040,537,9
26.4026,13.2430,10.0000,0.5522,-6.5278,10.7389,537,10
100.7147,29.6458,10.0000,1.7111,12.6229,57.9118,538,1
114.3622,37.0526,10.0000,1.7122,32.2960,69.2739,538,2
88.1357,36.6872,10.0000,1.1010,13.4659,69.3604,538,3
142.6137,29.4107,10.0000,1.3293,82.5381,128.7916,538,4
79.8597,10.5673,10.0000,1.6353,3.6044,39.0220,538,5
66.9002,34.2306,10.0000,1.9598,-12.3718,19.3309,538,6
13.3828,19.6369,10.0000,1.4553,-0.8143,1.0443,538,7
128.4806,32.7664,10.0000,0.6354,-88.0551,244.5552,538,8
149.1024,7.2898,10.0000,1.0428,-117.9621,177.5918,538,9
42.0835,43.8341,10.0000,0.8147,4.0283,21.3855,538,10
111.1887,22.7951,10.0000,1.8466,34.9003,57.3500,539,1
1.1023,12.0369,10.0000,1.8580,0.0182,-0.0524,539,2
131.6451,21.0790,10.0000,1.7879,7.4739,96.6374,539,3
59.1911,23.9581,10.0000,1.6727,-12.6566,16.6933,539,4
38.0029,4.3763,10.0000,1.0514,-10.4401,22.2732,539,5
138.9931,14.7542,10.0000,0.7439,-39.3316,256.5342,539,6
78.2289,42.1267,10.0000,0.7804,47.9316,61.9538,539,7
40.6411,46.6146,10.0000,0.6628,-4.9512,24.2972,539,8
100.0437,5.8817,10.0000,1.8490,1.5072,54.3252,539,9
131.6507,11.2235,10.0000,0.7137,-134.5637,202.0361,539,10
78.0079,23.6205,10.0000,1.3031,-32.3747,33.7671,540,1
102.0058,6.9921,10.0000,1.8538,-34.3471,44.3473,540,2
70.3651,45.6969,10.0000,1.1510,-18.6352,38.7018,540,3
87.6697,3.5277,10.0000,1.3019,-87.7121,53.8446,540,4
10.6432,18.1138,10.0000,1.3334,-0.0635,0.9316,540,5
14.2340,34.1517,10.0000,1.3866,0.8277,1.0862,540,6
123.7937,43.7211,10.0000,1.6848,-24.4999,87.7779,540,7
134.3922,42.6942,10.0000,1.0835,-46.6379,159.9095,540,8
92.5725,12.4001,10.0000,0.8273,-13.3395,102.4967,540,9
131.0783,30.3528,10.0000,1.3195,-21.5087,128.5823,540,10
52.1569,13.9395,10.0000,0.8077,-18.1376,28.5309,541,1
105.8926,43.0491,10.0000,1.2461,-49.5704,75.0523,541,2
65.6128,31.7593,10.0000,1.8825,-15.7029,16.4969,541,3
90.9806,2.1538,10.0000,0.8213,-124.1917,113.1743,541,4
93.8705,25.2864,10.0000,1.1668,22.5241,72.1181,541,5
56.3128,18.0393,10.0000,0.6287,7.3631,49.8781,541,6
114.5890,3.9416,10.0000,1.5845,-77.9916,107.9249,541,7
31.3186,41.1524,10.0000,1.2290,0.3771,8.1056,541,8
22.1829,15.0230,10.0000,1.7211,-1.1159,2.6522,541,9
73.4380,33.1222,10.0000,1.7872,5.1156,29.8791,541,10
22.4996,26.0127,10.0000,1.4505,0.5235,3.3050,542,1
96.7693,4.6628,10.0000,1.9818,-68.5122,44.5748,542,2
111.9277,22.6879,10.0000,1.7057,-11.4614,72.4847,542,3
107.1964,15.8295,10.0000,1.5784,-21.0895,69.8446,542,4
3.7022,3.6996,10.0000,1.8370,0.0156,0.2384,542,5
81.8998,15.5018,10.0000,1.3148,11.9870,49.5768,542,6
142.1459,40.1831,10.0000,1.2149,-115.8636,119.4896,542,7
144.6252,2.1847,10.0000,1.6649,-117.6539,173.1855,542,8
4.3494,29.4167,10.0000,1.8002,-0.0330,0.1174,542,9
90.9422,14.6987,10.0000,1.5203,7.8019,53.8466,542,10
87.9138,47.3866,10.0000,0.9845,-26.5818,73.6177,543,1
82.8465,15.6745,10.0000,1.4102,-24.0421,42.1418,543,2
70.1866,35.7863,10.0000,1.8471,16.8834,20.4648,543,3
60.2305,45.2438,10.0000,1.5059,-11.6645,21.0700,543,4
9.3064,2.5610,10.0000,1.1636,-0.3706,1.1450,543,5
16.7518,17.5440,10.0000,0.7894,0.6272,3.4032,543,6
50.0321,6.7927,10.0000,0.6337,10.8692,37.9678,543,7
62.1540,45.4373,10.0000,1.2871,-14.8875,26.0294,543,8
85.8705,14.2876,10.0000,1.5822,9.8011,45.6239,543,9
107.6531,38.9182,10.0000,1.1766,67.2048,71.8244,543,10
39.3218,12.8085,10.0000,1.4557,-3.1390,10.1123,544,1
32.7163,10.1700,10.0000,1.7603,2.7194,5.5169,544,2
129.1241,7.9346,10.0000,1.3595,18.8212,121.2030,544,3
128.8037,42.8668,10.0000,1.1806,31.7983,136.8400,544,4
19.4418,45.4477,10.0000,1.9247,-0.7136,1.9628,544,5
135.6695,13.9100,10.0000,1.5302,-72.8897,95.7782,544,6
58.4608,38.6208,10.0000,1.2785,-5.0340,26.3029,544,7
34.4348,47.8455,10.0000,1.5911,-4.7562,5.9093,544,8
4.4972,4.5698,10.0000,1.5856,-0.2333,0.0908,544,9
21.0035,47.9509,10.0000,0.7977,-0.0378,5.6943,544,10
6.6681,0.8751,10.0000,1.9371,-0.1345,0.4376,545,1
115.8549,27.5689,10.0000,0.6539,131.7548,157.2631,545,2
69.9768,40.7045,10.0000,1.7839,14.5015,23.0057,545,3
138.0727,17.1773,10.0000,1.5145,-82.8011,95.0967,545,4
67.5921,11.9666,10.0000,0.7400,-22.9502,57.2266,545,5
94.9915,32.9329,10.0000,1.5223,32.9379,49.2968,545,6
22.5619,26.8715,10.0000,1.7472,-0.8211,2.7897,545,7
122.7555,7.6826,10.0000,0.8682,-53.3773,165.0403,545,8
106.7301,40.7625,10.0000,0.6441,-97.8496,147.1759,545,9
87.4580,37.4192,10.0000,1.1454,33.9842,57.4878,545,10
113.2400,13.7173,10.0000,0.9270,-23.3378,136.5375,546,1
34.2042,48.4559,10.0000,1.6251,-4.5457,5.7872,546,2
74.7157,41.0692,10.0000,1.4654,-26.9410,27.2009,546,3
112.6258,1.6153,10.0000,1.0928,-153.3730,138.6909,546,4
100.8504,10.4778,10.0000,0.7943,-67.1950,108.9101,546,5
135.8117,9.9174,10.0000,0.8834,65.6899,198.3524,546,6
50.0557,4.6577,10.0000,1.0206,-29.5117,23.8895,546,7
54.0665,25.7016,10.0000,0.9177,-1.7770,31.7034,546,8
32.1058,37.6483,10.0000,1.2199,-5.9779,6.0043,546,9
29.2500,4.8693,10.0000,1.9548,-5.2389,5.9937,546,10
36.4178,16.5702,10.0000,1.4051,4.3806,8.1315,547,1
55.6297,27.8830,10.0000,1.4399,2.6932,21.2322,547,2
73.1146,28.8109,10.0000,1.9886,15.6559,21.9018,547,3
42.8388,39.8572,10.0000,1.2032,7.9995,13.0653,547,4
128.4166,9.8206,10.0000,1.2548,39.8179,125.3511,547,5
94.5829,17.0619,10.0000,1.6527,-27.6669,46.6716,547,6
83.0518,5.7007,10.0000,1.4211,24.7448,41.7077,547,7
75.2286,35.6529,10.0000,1.0794,19.8216,48.4108,547,8
38.2780,49.9335,10.0000,0.9819,8.4441,12.4406,547,9
9.5007,22.6577,10.0000,1.5134,0.1098,0.6672,547,10
66.3603,31.3078,10.0000,1.7226,-16.8182,19.4321,548,1
133.6393,27.4391,10.0000,1.4029,11.2740,126.8798,548,2
34.4203,45.9855,10.0000,1.4195,3.2404,7.5430,548,3
119.5224,37.7733,10.0000,0.6132,144.4468,182.6908,548,4
74.7668,9.9270,10.0000,1.4706,-16.8794,34.3853,548,5
2.1342,0.8888,10.0000,1.7173,-0.2001,0.0453,548,6
82.5441,36.2183,10.0000,0.6171,-37.9729,103.6823,548,7
112.1511,44.4134,10.0000,1.4035,-60.9382,65.8822,548,8
143.7890,22.3187,10.0000,1.5500,-22.7982,131.2773,548,9
9.5853,32.6387,10.0000,1.3368,0.0536,0.7083,548,10
103.1694,45.4440,10.0000,0.5833,66.0341,170.2224,549,1
128.4565,5.3299,10.0000,0.6907,-168.7489,169.0338,549,2
12.8328,13.2346,10.0000,0.8363,-1.3950,1.4692,549,3
21.4149,46.4301,10.0000,1.0935,-2.2947,3.4825,549,4
7.3177,4.8034,10.0000,1.3065,-0.4998,0.6647,549,5
47.4717,9.0559,10.0000,1.9241,7.8480,8.7883,549,6
24.0632,14.0735,10.0000,1.0073,3.8660,4.2058,549,7
124.7775,12.9455,10.0000,1.7464,60.5462,65.5393,549,8
27.2836,7.5890,10.0000,1.4107,3.7281,3.7725,549,9
140.9799,32.4716,10.0000,0.7294,144.0931,231.4410,549,10
53.8842,19.4994,10.0000,1.0547,12.3792,24.5193,550,1
60.3650,42.9995,10.0000,1.2948,-4.2962,27.7730,550,2
10.1075,25.6585,10.0000,0.5993,0.6209,1.4902,550,3
75.6825,49.0370,10.0000,1.9853,15.1876,24.5354,550,4
47.0749,4.5755,10.0000,0.7464,-34.4919,35.8388,550,5
16.7806,30.2383,10.0000,1.9421,0.0262,1.4779,550,6
17.5634,36.4727,10.0000,1.8501,0.6411,1.5998,550,7
59.1706,17.9027,10.0000,1.8628,-7.9309,17.0499,550,8
119.7685,20.1163,10.0000,1.4287,5.3426,100.3447,550,9
78.0277,28.7901,10.0000,1.8682,12.9252,29.9137,550,10
110.4510,3.1119,10.0000,1.6834,-102.3534,84.8973,551,1
47.7029,30.2739,10.0000,1.9311,4.6793,10.7640,551,2
133.2586,21.5580,10.0000,1.4022,75.9943,101.3592,551,3
91.6032,48.6539,10.0000,1.0411,-55.0952,58.9073,551,4
96.2447,9.5818,10.0000,1.1173,1.6324,82.9116,551,5
94.4195,24.0475,10.0000,1.3071,45.0803,51.3439,551,6
59.7826,30.0700,10.0000,1.9566,-4.7058,17.5729,551,7
14.4955,45.5563,10.0000,1.8797,0.3400,0.8346,551,8
6.0064,47.0893,10.0000,1.0967,0.0937,0.2142,551,9
22.5174,42.4949,10.0000,1.0024,-1.1292,5.0043,551,10
59.2061,22.2855,10.0000,0.6630,32.2074,41.9204,552,1
91.2953,42.5482,10.0000,0.6209,-53.2111,123.3252,552,2
34.9752,8.5240,10.0000,0.9915,-4.8431,11.5168,552,3
105.5695,27.8521,10.0000,1.8073,-41.8240,45.1772,552,4
117.9580,1.1061,10.0000,1.9331,-65.0825,115.8311,552,5
9.1064,46.8347,10.0000,0.8412,0.7563,0.9541,552,6
124.7075,43.0920,10.0000,1.1484,4.5257,135.3118,552,7
39.8087,0.8070,10.0000,0.6270,-39.8413,17.8522,552,8
46.3739,36.1710,10.0000,0.7156,-11.6176,27.6741,552,9
96.9888,10.9776,10.0000,1.9954,-25.9306,39.3234,552,10
102.5124,11.6825,10.0000,1.2842,34.0949,74.2065,553,1
136.5293,24.1678,10.0000,1.2476,-74.7823,129.1695,553,2
129.2394,40.3126,10.0000,1.5215,-53.6378,95.7208,553,3
57.5010,42.0562,10.0000,1.6838,-13.8351,14.1899,553,4
43.3726,8.6680,10.0000,0.9605,4.1284,19.2997,553,5
101.0992,38.2697,10.0000,1.4924,-35.4307,58.4055,553,6
27.7502,3.8313,10.0000,0.6196,-14.3682,19.4019,553,7
118.7918,38.1051,10.0000,1.1106,-25.4309,124.5479,553,8
145.0639,44.9061,10.0000,0.8799,-140.8484,193.5627,553,9
87.5673,34.6417,10.0000,1.9530,5.7647,38.8281,553,10
105.6071,33.4863,10.0000,0.7944,95.1714,103.2400,554,1
136.3647,33.6386,10.0000,1.7234,-47.7563,96.6658,554,2
106.7603,34.5944,10.0000,1.2832,58.6918,66.6200,554,3
109.3025,21.4263,10.0000,1.7110,-45.4320,53.3634,554,4
74.6802,4.6519,10.0000,0.5057,-185.4698,99.6350,554,5
71.6159,20.8620,10.0000,1.8038,-5.0268,28.1045,554,6
75.1179,19.9410,10.0000,0.8139,4.1150,69.0662,554,7
140.5291,9.4906,10.0000,1.5831,80.9014,94.8416,554,8
40.0485,46.4598,10.0000,1.5519,6.0177,8.2576,554,9
46.8501,19.6785,10.0000,1.0283,-11.0875,18.1618,554,10
66.3458,7.0691,10.0000,1.3597,-16.9396,27.4194,555,1
88.7392,23.9027,10.0000,1.5306,27.0593,43.6042,555,2
130.9219,16.9462,10.0000,1.4486,36.4150,112.5865,555,3
133.0927,15.2032,10.0000,1.3298,36.3859,128.0238,555,4
122.7652,7.7122,10.0000,1.7012,61.5032,63.4944,555,5
45.8319,23.2238,10.0000,1.1558,8.4374,16.2193,555,6
18.9472,32.1057,10.0000,1.9260,-0.0550,1.7140,555,7
85.2388,5.0184,10.0000,1.7932,11.2422,39.0306,555,8
18.2813,17.2659,10.0000,1.9226,1.2348,1.3438,555,9
100.8216,47.9587,10.0000,1.0741,-14.8891,93.4978,555,10
2.9366,35.7655,10.0000,0.7276,0.0857,0.0511,556,1
49.8857,7.8452,10.0000,1.5940,-2.6384,15.5113,556,2
140.7003,40.8871,10.0000,1.8806,-10.3346,104.7201,556,3
8.3772,30.8504,10.0000,0.8248,-0.2317,0.7934,556,4
89.2692,4.7626,10.0000,0.5388,-170.0785,181.0320,556,5
77.4499,45.4880,10.0000,1.7867,-4.2937,33.1548,556,6
129.6943,38.9286,10.0000,1.6682,-28.5198,96.6886,556,7
140.7032,38.8286,10.0000,1.5293,88.5154,94.2733,556,8
91.1067,20.7969,10.0000,0.5382,26.7392,151.8431,556,9
59.5584,18.9339,10.0000,1.4528,11.8690,21.1993,556,10
49.6287,2.2698,10.0000,0.8912,-42.1141,18.7915,557,1
127.9595,9.9801,10.0000,0.8540,-25.9445,189.9317,557,2
20.9534,32.2534,10.0000,1.8333,-0.6162,2.2056,557,3
20.7325,15.1854,10.0000,1.8296,1.3204,2.0073,557,4
80.4637,17.1776,10.0000,0.5742,-57.1357,97.2586,557,5
106.0542,15.4670,10.0000,1.0444,31.9878,102.6593,557,6
114.9969,8.5906,10.0000,1.7794,-30.5604,67.7878,557,7
89.5873,44.8784,10.0000,1.2442,-7.5534,64.1148,557,8
96.8029,32.5191,10.0000,1.1729,25.3548,75.7678,557,9
32.9274,44.4172,10.0000,1.4630,-0.3729,7.3192,557,10
63.6464,16.6871,10.0000,0.7427,-32.8123,43.5770,558,1
66.3597,23.2805,10.0000,0.5804,49.4688,57.2547,558,2
